sales_date,day_of_week,product_id,units_sold,weekend_tracker
2025-01-16,Thursday,22,9,False
2025-01-16,Thursday,23,34,False
2025-01-16,Thursday,24,21,False
2025-01-16,Thursday,25,6,False
2025-01-16,Thursday,26,13,False
2025-01-16,Thursday,27,20,False
2025-01-16,Thursday,28,25,False
2025-01-16,Thursday,29,25,False
2025-01-16,Thursday,30,21,False
2025-01-16,Thursday,31,14,False
2025-01-16,Thursday,32,13,False
2025-01-16,Thursday,33,42,False
2025-01-16,Thursday,34,11,False
2025-01-16,Thursday,35,33,False
2025-01-16,Thursday,36,25,False
2025-01-16,Thursday,37,4,False
2025-01-16,Thursday,38,21,False
2025-01-16,Thursday,39,38,False
2025-01-16,Thursday,40,24,False
2025-01-16,Thursday,41,28,False
2025-01-16,Thursday,42,12,False
2025-01-16,Thursday,43,23,False
2025-01-16,Thursday,44,23,False
2025-01-16,Thursday,45,5,False
2025-01-16,Thursday,46,5,False
2025-01-16,Thursday,47,7,False
2025-01-16,Thursday,48,28,False
2025-01-16,Thursday,49,18,False
2025-01-16,Thursday,50,10,False
2025-01-17,Friday,1,18,False
2025-01-17,Friday,2,31,False
2025-01-17,Friday,3,22,False
2025-01-17,Friday,4,14,False
2025-01-17,Friday,5,14,False
2025-01-17,Friday,6,23,False
2025-01-17,Friday,7,15,False
2025-01-17,Friday,8,31,False
2025-01-17,Friday,9,14,False
2025-01-17,Friday,10,29,False
2025-01-17,Friday,11,35,False
2025-01-17,Friday,12,23,False
2025-01-17,Friday,13,17,False
2025-01-17,Friday,14,4,False
2025-01-17,Friday,15,11,False
2025-01-17,Friday,16,25,False
2025-01-17,Friday,17,22,False
2025-01-17,Friday,18,19,False
2025-01-17,Friday,19,27,False
2025-01-17,Friday,20,14,False
2025-01-17,Friday,21,33,False
2025-01-17,Friday,22,6,False
2025-01-17,Friday,23,19,False
2025-01-17,Friday,24,25,False
2025-01-17,Friday,25,6,False
2025-01-17,Friday,26,18,False
2025-01-17,Friday,27,20,False
2025-01-17,Friday,28,28,False
2025-01-17,Friday,29,25,False
2025-01-17,Friday,30,20,False
2025-01-17,Friday,31,18,False
2025-01-17,Friday,32,8,False
2025-01-17,Friday,33,27,False
2025-01-17,Friday,34,14,False
2025-01-17,Friday,35,41,False
2025-01-17,Friday,36,26,False
2025-01-17,Friday,37,3,False
2025-01-17,Friday,38,37,False
2025-01-17,Friday,39,38,False
2025-01-17,Friday,40,20,False
2025-01-17,Friday,41,18,False
2025-01-17,Friday,42,12,False
2025-01-17,Friday,43,41,False
2025-01-17,Friday,44,19,False
2025-01-17,Friday,45,7,False
2025-01-17,Friday,46,5,False
2025-01-17,Friday,47,10,False
2025-01-17,Friday,48,35,False
2025-01-17,Friday,49,22,False
2025-01-17,Friday,50,13,False
2025-01-18,Saturday,1,33,True
2025-01-18,Saturday,2,74,True
2025-01-18,Saturday,3,93,True
2025-01-18,Saturday,4,25,True
2025-01-18,Saturday,5,30,True
2025-01-18,Saturday,6,34,True
2025-01-18,Saturday,7,17,True
2025-01-18,Saturday,8,55,True
2025-01-18,Saturday,9,27,True
2025-01-18,Saturday,10,54,True
2025-01-18,Saturday,11,65,True
2025-01-18,Saturday,12,45,True
2025-01-18,Saturday,13,36,True
2025-01-18,Saturday,14,7,True
2025-01-18,Saturday,15,34,True
2025-01-18,Saturday,16,78,True
2025-01-18,Saturday,17,59,True
2025-01-18,Saturday,18,24,True
2025-01-18,Saturday,19,80,True
2025-01-18,Saturday,20,14,True
2025-01-18,Saturday,21,89,True
2025-01-18,Saturday,22,10,True
2025-01-18,Saturday,23,29,True
2025-01-18,Saturday,24,43,True
2025-01-18,Saturday,25,16,True
2025-01-18,Saturday,26,31,True
2025-01-18,Saturday,27,49,True
2025-01-18,Saturday,28,64,True
2025-01-18,Saturday,29,25,True
2025-01-18,Saturday,30,39,True
2025-01-18,Saturday,31,20,True
2025-01-18,Saturday,32,15,True
2025-01-18,Saturday,33,95,True
2025-01-18,Saturday,34,26,True
2025-01-18,Saturday,35,62,True
2025-01-18,Saturday,36,93,True
2025-01-18,Saturday,37,5,True
2025-01-18,Saturday,38,61,True
2025-01-18,Saturday,39,89,True
2025-01-18,Saturday,40,42,True
2025-01-18,Saturday,41,30,True
2025-01-18,Saturday,42,25,True
2025-01-18,Saturday,43,58,True
2025-01-18,Saturday,44,42,True
2025-01-18,Saturday,45,9,True
2025-01-18,Saturday,46,8,True
2025-01-18,Saturday,47,16,True
2025-01-18,Saturday,48,53,True
2025-01-18,Saturday,49,21,True
2025-01-18,Saturday,50,24,True
2025-01-19,Sunday,1,44,True
2025-01-19,Sunday,2,90,True
2025-01-19,Sunday,3,76,True
2025-01-19,Sunday,4,17,True
2025-01-19,Sunday,5,32,True
2025-01-19,Sunday,6,33,True
2025-01-19,Sunday,7,17,True
2025-01-19,Sunday,8,41,True
2025-01-19,Sunday,9,44,True
2025-01-19,Sunday,10,71,True
2025-01-19,Sunday,11,40,True
2025-01-19,Sunday,12,47,True
2025-01-19,Sunday,13,30,True
2025-01-19,Sunday,14,6,True
2025-01-19,Sunday,15,18,True
2025-01-19,Sunday,16,65,True
2025-01-19,Sunday,17,37,True
2025-01-19,Sunday,18,28,True
2025-01-19,Sunday,19,51,True
2025-01-19,Sunday,20,15,True
2025-01-19,Sunday,21,86,True
2025-01-19,Sunday,22,7,True
2025-01-19,Sunday,23,35,True
2025-01-19,Sunday,24,45,True
2025-01-19,Sunday,25,14,True
2025-01-19,Sunday,26,40,True
2025-01-19,Sunday,27,63,True
2025-01-19,Sunday,28,53,True
2025-01-19,Sunday,29,26,True
2025-01-19,Sunday,30,26,True
2025-01-19,Sunday,31,28,True
2025-01-19,Sunday,32,16,True
2025-01-19,Sunday,33,84,True
2025-01-19,Sunday,34,33,True
2025-01-19,Sunday,35,54,True
2025-01-19,Sunday,36,80,True
2025-01-19,Sunday,37,8,True
2025-01-19,Sunday,38,65,True
2025-01-19,Sunday,39,59,True
2025-01-19,Sunday,40,54,True
2025-01-19,Sunday,41,38,True
2025-01-19,Sunday,42,27,True
2025-01-19,Sunday,43,42,True
2025-01-19,Sunday,44,45,True
2025-01-19,Sunday,45,9,True
2025-01-19,Sunday,46,6,True
2025-01-19,Sunday,47,15,True
2025-01-19,Sunday,48,70,True
2025-01-19,Sunday,49,21,True
2025-01-19,Sunday,50,27,True
2025-01-20,Monday,1,20,False
2025-01-20,Monday,2,39,False
2025-01-20,Monday,3,33,False
2025-01-20,Monday,4,13,False
2025-01-20,Monday,5,12,False
2025-01-20,Monday,6,20,False
2025-01-20,Monday,7,16,False
2025-01-20,Monday,8,38,False
2025-01-20,Monday,9,25,False
2025-01-20,Monday,10,21,False
2025-01-20,Monday,11,36,False
2025-01-20,Monday,12,24,False
2025-01-20,Monday,13,17,False
2025-01-20,Monday,14,5,False
2025-01-20,Monday,15,12,False
2025-01-20,Monday,16,30,False
2025-01-20,Monday,17,27,False
2025-01-20,Monday,18,15,False
2025-01-20,Monday,19,32,False
2025-01-20,Monday,20,16,False
2025-01-20,Monday,21,28,False
2025-01-20,Monday,22,8,False
2025-01-20,Monday,23,23,False
2025-01-20,Monday,24,16,False
2025-01-20,Monday,25,4,False
2025-01-20,Monday,26,15,False
2025-01-20,Monday,27,34,False
2025-01-20,Monday,28,36,False
2025-01-20,Monday,29,27,False
2025-01-20,Monday,30,18,False
2025-01-20,Monday,31,13,False
2025-01-20,Monday,32,14,False
2025-01-20,Monday,33,37,False
2025-01-20,Monday,34,14,False
2025-01-20,Monday,35,39,False
2025-01-20,Monday,36,32,False
2025-01-20,Monday,37,3,False
2025-01-20,Monday,38,37,False
2025-01-20,Monday,39,24,False
2025-01-20,Monday,40,20,False
2025-01-20,Monday,41,16,False
2025-01-20,Monday,42,15,False
2025-01-20,Monday,43,27,False
2025-01-20,Monday,44,29,False
2025-01-20,Monday,45,6,False
2025-01-20,Monday,46,4,False
2025-01-20,Monday,47,10,False
2025-01-20,Monday,48,33,False
2025-01-20,Monday,49,14,False
2025-01-20,Monday,50,16,False
2025-01-21,Tuesday,1,21,False
2025-01-21,Tuesday,2,31,False
2025-01-21,Tuesday,3,27,False
2025-01-21,Tuesday,4,12,False
2025-01-21,Tuesday,5,20,False
2025-01-21,Tuesday,6,23,False
2025-01-21,Tuesday,7,12,False
2025-01-21,Tuesday,8,40,False
2025-01-21,Tuesday,9,25,False
2025-01-21,Tuesday,10,31,False
2025-01-21,Tuesday,11,23,False
2025-01-21,Tuesday,12,22,False
2025-01-21,Tuesday,13,19,False
2025-01-21,Tuesday,14,4,False
2025-01-21,Tuesday,15,11,False
2025-01-21,Tuesday,16,22,False
2025-01-21,Tuesday,17,21,False
2025-01-21,Tuesday,18,17,False
2025-01-21,Tuesday,19,38,False
2025-01-21,Tuesday,20,16,False
2025-01-21,Tuesday,21,37,False
2025-01-21,Tuesday,22,8,False
2025-01-21,Tuesday,23,30,False
2025-01-21,Tuesday,24,24,False
2025-01-21,Tuesday,25,5,False
2025-01-21,Tuesday,26,22,False
2025-01-21,Tuesday,27,34,False
2025-01-21,Tuesday,28,40,False
2025-01-21,Tuesday,29,24,False
2025-01-21,Tuesday,30,14,False
2025-01-21,Tuesday,31,18,False
2025-01-21,Tuesday,32,11,False
2025-01-21,Tuesday,33,32,False
2025-01-21,Tuesday,34,16,False
2025-01-21,Tuesday,35,42,False
2025-01-21,Tuesday,36,40,False
2025-01-21,Tuesday,37,6,False
2025-01-21,Tuesday,38,31,False
2025-01-21,Tuesday,39,30,False
2025-01-21,Tuesday,40,28,False
2025-01-21,Tuesday,41,19,False
2025-01-21,Tuesday,42,14,False
2025-01-21,Tuesday,43,34,False
2025-01-21,Tuesday,44,24,False
2025-01-21,Tuesday,45,7,False
2025-01-21,Tuesday,46,4,False
2025-01-21,Tuesday,47,8,False
2025-01-21,Tuesday,48,40,False
2025-01-21,Tuesday,49,17,False
2025-01-21,Tuesday,50,16,False
2025-01-22,Wednesday,1,19,False
2025-01-22,Wednesday,2,23,False
2025-01-22,Wednesday,3,30,False
2025-01-22,Wednesday,4,12,False
2025-01-22,Wednesday,5,21,False
2025-01-22,Wednesday,6,21,False
2025-01-22,Wednesday,7,17,False
2025-01-22,Wednesday,8,30,False
2025-01-22,Wednesday,9,20,False
2025-01-22,Wednesday,10,24,False
2025-01-22,Wednesday,11,35,False
2025-01-22,Wednesday,12,26,False
2025-01-22,Wednesday,13,15,False
2025-01-22,Wednesday,14,5,False
2025-01-22,Wednesday,15,15,False
2025-01-22,Wednesday,16,31,False
2025-01-22,Wednesday,17,27,False
2025-01-22,Wednesday,18,15,False
2025-01-22,Wednesday,19,25,False
2025-01-22,Wednesday,20,11,False
2025-01-22,Wednesday,21,38,False
2025-01-22,Wednesday,22,9,False
2025-01-22,Wednesday,23,29,False
2025-01-22,Wednesday,24,18,False
2025-01-22,Wednesday,25,4,False
2025-01-22,Wednesday,26,12,False
2025-01-22,Wednesday,27,32,False
2025-01-22,Wednesday,28,39,False
2025-01-22,Wednesday,29,21,False
2025-01-22,Wednesday,30,18,False
2025-01-22,Wednesday,31,15,False
2025-01-22,Wednesday,32,12,False
2025-01-22,Wednesday,33,36,False
2025-01-22,Wednesday,34,15,False
2025-01-22,Wednesday,35,34,False
2025-01-22,Wednesday,36,39,False
2025-01-22,Wednesday,37,4,False
2025-01-22,Wednesday,38,36,False
2025-01-22,Wednesday,39,37,False
2025-01-22,Wednesday,40,23,False
2025-01-22,Wednesday,41,18,False
2025-01-22,Wednesday,42,9,False
2025-01-22,Wednesday,43,28,False
2025-01-22,Wednesday,44,23,False
2025-01-22,Wednesday,45,8,False
2025-01-22,Wednesday,46,4,False
2025-01-22,Wednesday,47,10,False
2025-01-22,Wednesday,48,37,False
2025-01-22,Wednesday,49,18,False
2025-01-22,Wednesday,50,14,False
2025-01-23,Thursday,1,13,False
2025-01-23,Thursday,2,39,False
2025-01-23,Thursday,3,34,False
2025-01-23,Thursday,4,19,False
2025-01-23,Thursday,5,18,False
2025-01-23,Thursday,6,28,False
2025-01-23,Thursday,7,11,False
2025-01-23,Thursday,8,29,False
2025-01-23,Thursday,9,25,False
2025-01-23,Thursday,10,29,False
2025-01-23,Thursday,11,37,False
2025-01-23,Thursday,12,26,False
2025-01-23,Thursday,13,12,False
2025-01-23,Thursday,14,6,False
2025-01-23,Thursday,15,14,False
2025-01-23,Thursday,16,29,False
2025-01-23,Thursday,17,30,False
2025-01-23,Thursday,18,15,False
2025-01-23,Thursday,19,38,False
2025-01-23,Thursday,20,12,False
2025-01-23,Thursday,21,32,False
2025-01-23,Thursday,22,9,False
2025-01-23,Thursday,23,28,False
2025-01-23,Thursday,24,23,False
2025-01-23,Thursday,25,6,False
2025-01-23,Thursday,26,13,False
2025-01-23,Thursday,27,34,False
2025-01-23,Thursday,28,24,False
2025-01-23,Thursday,29,19,False
2025-01-23,Thursday,30,13,False
2025-01-23,Thursday,31,11,False
2025-01-23,Thursday,32,10,False
2025-01-23,Thursday,33,43,False
2025-01-23,Thursday,34,11,False
2025-01-23,Thursday,35,41,False
2025-01-23,Thursday,36,28,False
2025-01-23,Thursday,37,6,False
2025-01-23,Thursday,38,32,False
2025-01-23,Thursday,39,33,False
2025-01-23,Thursday,40,25,False
2025-01-23,Thursday,41,25,False
2025-01-23,Thursday,42,12,False
2025-01-23,Thursday,43,30,False
2025-01-23,Thursday,44,25,False
2025-01-23,Thursday,45,7,False
2025-01-23,Thursday,46,4,False
2025-01-23,Thursday,47,9,False
2025-01-23,Thursday,48,24,False
2025-01-23,Thursday,49,17,False
2025-01-23,Thursday,50,16,False
2025-01-24,Friday,1,16,False
2025-01-24,Friday,2,39,False
2025-01-24,Friday,3,24,False
2025-01-24,Friday,4,13,False
2025-01-24,Friday,5,12,False
2025-01-24,Friday,6,25,False
2025-01-24,Friday,7,17,False
2025-01-24,Friday,8,43,False
2025-01-24,Friday,9,19,False
2025-01-24,Friday,10,22,False
2025-01-24,Friday,11,33,False
2025-01-24,Friday,12,19,False
2025-01-24,Friday,13,14,False
2025-01-24,Friday,14,3,False
2025-01-24,Friday,15,16,False
2025-01-24,Friday,16,30,False
2025-01-24,Friday,17,28,False
2025-01-24,Friday,18,12,False
2025-01-24,Friday,19,34,False
2025-01-24,Friday,20,16,False
2025-01-24,Friday,21,33,False
2025-01-24,Friday,22,6,False
2025-01-24,Friday,23,20,False
2025-01-24,Friday,24,16,False
2025-01-24,Friday,25,6,False
2025-01-24,Friday,26,15,False
2025-01-24,Friday,27,19,False
2025-01-24,Friday,28,35,False
2025-01-24,Friday,29,20,False
2025-01-24,Friday,30,15,False
2025-01-24,Friday,31,11,False
2025-01-24,Friday,32,11,False
2025-01-24,Friday,33,30,False
2025-01-24,Friday,34,16,False
2025-01-24,Friday,35,34,False
2025-01-24,Friday,36,29,False
2025-01-24,Friday,37,6,False
2025-01-24,Friday,38,22,False
2025-01-24,Friday,39,32,False
2025-01-24,Friday,40,32,False
2025-01-24,Friday,41,21,False
2025-01-24,Friday,42,9,False
2025-01-24,Friday,43,25,False
2025-01-24,Friday,44,26,False
2025-01-24,Friday,45,9,False
2025-01-24,Friday,46,3,False
2025-01-24,Friday,47,7,False
2025-01-24,Friday,48,35,False
2025-01-24,Friday,49,15,False
2025-01-24,Friday,50,11,False
2025-01-25,Saturday,1,30,True
2025-01-25,Saturday,2,88,True
2025-01-25,Saturday,3,100,True
2025-01-25,Saturday,4,22,True
2025-01-25,Saturday,5,24,True
2025-01-25,Saturday,6,39,True
2025-01-25,Saturday,7,21,True
2025-01-25,Saturday,8,44,True
2025-01-25,Saturday,9,31,True
2025-01-25,Saturday,10,78,True
2025-01-25,Saturday,11,38,True
2025-01-25,Saturday,12,51,True
2025-01-25,Saturday,13,28,True
2025-01-25,Saturday,14,4,True
2025-01-25,Saturday,15,32,True
2025-01-25,Saturday,16,58,True
2025-01-25,Saturday,17,44,True
2025-01-25,Saturday,18,28,True
2025-01-25,Saturday,19,85,True
2025-01-25,Saturday,20,14,True
2025-01-25,Saturday,21,49,True
2025-01-25,Saturday,22,12,True
2025-01-25,Saturday,23,34,True
2025-01-25,Saturday,24,40,True
2025-01-25,Saturday,25,12,True
2025-01-25,Saturday,26,31,True
2025-01-25,Saturday,27,59,True
2025-01-25,Saturday,28,71,True
2025-01-25,Saturday,29,25,True
2025-01-25,Saturday,30,26,True
2025-01-25,Saturday,31,29,True
2025-01-25,Saturday,32,23,True
2025-01-25,Saturday,33,77,True
2025-01-25,Saturday,34,33,True
2025-01-25,Saturday,35,60,True
2025-01-25,Saturday,36,103,True
2025-01-25,Saturday,37,7,True
2025-01-25,Saturday,38,59,True
2025-01-25,Saturday,39,84,True
2025-01-25,Saturday,40,42,True
2025-01-25,Saturday,41,38,True
2025-01-25,Saturday,42,20,True
2025-01-25,Saturday,43,42,True
2025-01-25,Saturday,44,49,True
2025-01-25,Saturday,45,14,True
2025-01-25,Saturday,46,10,True
2025-01-25,Saturday,47,20,True
2025-01-25,Saturday,48,68,True
2025-01-25,Saturday,49,34,True
2025-01-25,Saturday,50,33,True
2025-01-26,Sunday,1,33,True
2025-01-26,Sunday,2,79,True
2025-01-26,Sunday,3,56,True
2025-01-26,Sunday,4,26,True
2025-01-26,Sunday,5,19,True
2025-01-26,Sunday,6,30,True
2025-01-26,Sunday,7,24,True
2025-01-26,Sunday,8,61,True
2025-01-26,Sunday,9,38,True
2025-01-26,Sunday,10,75,True
2025-01-26,Sunday,11,63,True
2025-01-26,Sunday,12,39,True
2025-01-26,Sunday,13,28,True
2025-01-26,Sunday,14,6,True
2025-01-26,Sunday,15,22,True
2025-01-26,Sunday,16,41,True
2025-01-26,Sunday,17,52,True
2025-01-26,Sunday,18,29,True
2025-01-26,Sunday,19,53,True
2025-01-26,Sunday,20,18,True
2025-01-26,Sunday,21,56,True
2025-01-26,Sunday,22,9,True
2025-01-26,Sunday,23,27,True
2025-01-26,Sunday,24,40,True
2025-01-26,Sunday,25,14,True
2025-01-26,Sunday,26,46,True
2025-01-26,Sunday,27,47,True
2025-01-26,Sunday,28,51,True
2025-01-26,Sunday,29,39,True
2025-01-26,Sunday,30,30,True
2025-01-26,Sunday,31,15,True
2025-01-26,Sunday,32,16,True
2025-01-26,Sunday,33,106,True
2025-01-26,Sunday,34,38,True
2025-01-26,Sunday,35,68,True
2025-01-26,Sunday,36,64,True
2025-01-26,Sunday,37,10,True
2025-01-26,Sunday,38,46,True
2025-01-26,Sunday,39,79,True
2025-01-26,Sunday,40,52,True
2025-01-26,Sunday,41,47,True
2025-01-26,Sunday,42,23,True
2025-01-26,Sunday,43,40,True
2025-01-26,Sunday,44,38,True
2025-01-26,Sunday,45,14,True
2025-01-26,Sunday,46,8,True
2025-01-26,Sunday,47,16,True
2025-01-26,Sunday,48,68,True
2025-01-26,Sunday,49,27,True
2025-01-26,Sunday,50,36,True
2025-01-27,Monday,1,20,False
2025-01-27,Monday,2,40,False
2025-01-27,Monday,3,27,False
2025-01-27,Monday,4,20,False
2025-01-27,Monday,5,18,False
2025-01-27,Monday,6,23,False
2025-01-27,Monday,7,15,False
2025-01-27,Monday,8,38,False
2025-01-27,Monday,9,26,False
2025-01-27,Monday,10,24,False
2025-01-27,Monday,11,30,False
2025-01-27,Monday,12,24,False
2025-01-27,Monday,13,11,False
2025-01-27,Monday,14,5,False
2025-01-27,Monday,15,15,False
2025-01-27,Monday,16,21,False
2025-01-27,Monday,17,22,False
2025-01-27,Monday,18,12,False
2025-01-27,Monday,19,38,False
2025-01-27,Monday,20,11,False
2025-01-27,Monday,21,35,False
2025-01-27,Monday,22,6,False
2025-01-27,Monday,23,31,False
2025-01-27,Monday,24,25,False
2025-01-27,Monday,25,7,False
2025-01-27,Monday,26,19,False
2025-01-27,Monday,27,25,False
2025-01-27,Monday,28,40,False
2025-01-27,Monday,29,23,False
2025-01-27,Monday,30,15,False
2025-01-27,Monday,31,12,False
2025-01-27,Monday,32,9,False
2025-01-27,Monday,33,39,False
2025-01-27,Monday,34,13,False
2025-01-27,Monday,35,35,False
2025-01-27,Monday,36,28,False
2025-01-27,Monday,37,5,False
2025-01-27,Monday,38,21,False
2025-01-27,Monday,39,38,False
2025-01-27,Monday,40,19,False
2025-01-27,Monday,41,19,False
2025-01-27,Monday,42,10,False
2025-01-27,Monday,43,24,False
2025-01-27,Monday,44,23,False
2025-01-27,Monday,45,8,False
2025-01-27,Monday,46,3,False
2025-01-27,Monday,47,8,False
2025-01-27,Monday,48,41,False
2025-01-27,Monday,49,18,False
2025-01-27,Monday,50,12,False
2025-01-28,Tuesday,1,20,False
2025-01-28,Tuesday,2,38,False
2025-01-28,Tuesday,3,41,False
2025-01-28,Tuesday,4,13,False
2025-01-28,Tuesday,5,15,False
2025-01-28,Tuesday,6,26,False
2025-01-28,Tuesday,7,11,False
2025-01-28,Tuesday,8,34,False
2025-01-28,Tuesday,9,20,False
2025-01-28,Tuesday,10,25,False
2025-01-28,Tuesday,11,21,False
2025-01-28,Tuesday,12,23,False
2025-01-28,Tuesday,13,13,False
2025-01-28,Tuesday,14,6,False
2025-01-28,Tuesday,15,12,False
2025-01-28,Tuesday,16,31,False
2025-01-28,Tuesday,17,26,False
2025-01-28,Tuesday,18,13,False
2025-01-28,Tuesday,19,33,False
2025-01-28,Tuesday,20,17,False
2025-01-28,Tuesday,21,26,False
2025-01-28,Tuesday,22,6,False
2025-01-28,Tuesday,23,26,False
2025-01-28,Tuesday,24,21,False
2025-01-28,Tuesday,25,5,False
2025-01-28,Tuesday,26,13,False
2025-01-28,Tuesday,27,28,False
2025-01-28,Tuesday,28,25,False
2025-01-28,Tuesday,29,28,False
2025-01-28,Tuesday,30,19,False
2025-01-28,Tuesday,31,16,False
2025-01-28,Tuesday,32,10,False
2025-01-28,Tuesday,33,43,False
2025-01-28,Tuesday,34,13,False
2025-01-28,Tuesday,35,45,False
2025-01-28,Tuesday,36,34,False
2025-01-28,Tuesday,37,4,False
2025-01-28,Tuesday,38,37,False
2025-01-28,Tuesday,39,38,False
2025-01-28,Tuesday,40,28,False
2025-01-28,Tuesday,41,21,False
2025-01-28,Tuesday,42,13,False
2025-01-28,Tuesday,43,31,False
2025-01-28,Tuesday,44,24,False
2025-01-28,Tuesday,45,7,False
2025-01-28,Tuesday,46,3,False
2025-01-28,Tuesday,47,12,False
2025-01-28,Tuesday,48,38,False
2025-01-28,Tuesday,49,20,False
2025-01-28,Tuesday,50,14,False
2025-01-29,Wednesday,1,19,False
2025-01-29,Wednesday,2,23,False
2025-01-29,Wednesday,3,27,False
2025-01-29,Wednesday,4,11,False
2025-01-29,Wednesday,5,18,False
2025-01-29,Wednesday,6,24,False
2025-01-29,Wednesday,7,16,False
2025-01-29,Wednesday,8,37,False
2025-01-29,Wednesday,9,22,False
2025-01-29,Wednesday,10,30,False
2025-01-29,Wednesday,11,26,False
2025-01-29,Wednesday,12,17,False
2025-01-29,Wednesday,13,11,False
2025-01-29,Wednesday,14,4,False
2025-01-29,Wednesday,15,16,False
2025-01-29,Wednesday,16,30,False
2025-01-29,Wednesday,17,19,False
2025-01-29,Wednesday,18,21,False
2025-01-29,Wednesday,19,35,False
2025-01-29,Wednesday,20,11,False
2025-01-29,Wednesday,21,38,False
2025-01-29,Wednesday,22,7,False
2025-01-29,Wednesday,23,30,False
2025-01-29,Wednesday,24,27,False
2025-01-29,Wednesday,25,5,False
2025-01-29,Wednesday,26,19,False
2025-01-29,Wednesday,27,22,False
2025-01-29,Wednesday,28,39,False
2025-01-29,Wednesday,29,28,False
2025-01-29,Wednesday,30,18,False
2025-01-29,Wednesday,31,11,False
2025-01-29,Wednesday,32,14,False
2025-01-29,Wednesday,33,41,False
2025-01-29,Wednesday,34,16,False
2025-01-29,Wednesday,35,33,False
2025-01-29,Wednesday,36,30,False
2025-01-29,Wednesday,37,6,False
2025-01-29,Wednesday,38,31,False
2025-01-29,Wednesday,39,34,False
2025-01-29,Wednesday,40,21,False
2025-01-29,Wednesday,41,23,False
2025-01-29,Wednesday,42,11,False
2025-01-29,Wednesday,43,24,False
2025-01-29,Wednesday,44,18,False
2025-01-29,Wednesday,45,6,False
2025-01-29,Wednesday,46,4,False
2025-01-29,Wednesday,47,11,False
2025-01-29,Wednesday,48,25,False
2025-01-29,Wednesday,49,23,False
2025-01-29,Wednesday,50,9,False
2025-01-30,Thursday,1,13,False
2025-01-30,Thursday,2,38,False
2025-01-30,Thursday,3,28,False
2025-01-30,Thursday,4,20,False
2025-01-30,Thursday,5,21,False
2025-01-30,Thursday,6,30,False
2025-01-30,Thursday,7,11,False
2025-01-30,Thursday,8,43,False
2025-01-30,Thursday,9,25,False
2025-01-30,Thursday,10,29,False
2025-01-30,Thursday,11,24,False
2025-01-30,Thursday,12,21,False
2025-01-30,Thursday,13,13,False
2025-01-30,Thursday,14,4,False
2025-01-30,Thursday,15,14,False
2025-01-30,Thursday,16,20,False
2025-01-30,Thursday,17,30,False
2025-01-30,Thursday,18,17,False
2025-01-30,Thursday,19,23,False
2025-01-30,Thursday,20,11,False
2025-01-30,Thursday,21,26,False
2025-01-30,Thursday,22,8,False
2025-01-30,Thursday,23,32,False
2025-01-30,Thursday,24,17,False
2025-01-30,Thursday,25,4,False
2025-01-30,Thursday,26,15,False
2025-01-30,Thursday,27,27,False
2025-01-30,Thursday,28,36,False
2025-01-30,Thursday,29,21,False
2025-01-30,Thursday,30,21,False
2025-01-30,Thursday,31,12,False
2025-01-30,Thursday,32,13,False
2025-01-30,Thursday,33,41,False
2025-01-30,Thursday,34,15,False
2025-01-30,Thursday,35,43,False
2025-01-30,Thursday,36,36,False
2025-01-30,Thursday,37,5,False
2025-01-30,Thursday,38,33,False
2025-01-30,Thursday,39,26,False
2025-01-30,Thursday,40,23,False
2025-01-30,Thursday,41,23,False
2025-01-30,Thursday,42,9,False
2025-01-30,Thursday,43,33,False
2025-01-30,Thursday,44,29,False
2025-01-30,Thursday,45,8,False
2025-01-30,Thursday,46,6,False
2025-01-30,Thursday,47,12,False
2025-01-30,Thursday,48,38,False
2025-01-30,Thursday,49,13,False
2025-01-30,Thursday,50,14,False
2025-01-31,Friday,1,15,False
2025-01-31,Friday,2,36,False
2025-01-31,Friday,3,27,False
2025-01-31,Friday,4,16,False
2025-01-31,Friday,5,21,False
2025-01-31,Friday,6,19,False
2025-01-31,Friday,7,12,False
2025-01-31,Friday,8,27,False
2025-01-31,Friday,9,26,False
2025-01-31,Friday,10,24,False
2025-01-31,Friday,11,30,False
2025-01-31,Friday,12,18,False
2025-01-31,Friday,13,19,False
2025-01-31,Friday,14,4,False
2025-01-31,Friday,15,17,False
2025-01-31,Friday,16,20,False
2025-01-31,Friday,17,25,False
2025-01-31,Friday,18,20,False
2025-01-31,Friday,19,36,False
2025-01-31,Friday,20,10,False
2025-01-31,Friday,21,27,False
2025-01-31,Friday,22,5,False
2025-01-31,Friday,23,18,False
2025-01-31,Friday,24,27,False
2025-01-31,Friday,25,7,False
2025-01-31,Friday,26,20,False
2025-01-31,Friday,27,23,False
2025-01-31,Friday,28,29,False
2025-01-31,Friday,29,28,False
2025-01-31,Friday,30,16,False
2025-01-31,Friday,31,10,False
2025-01-31,Friday,32,9,False
2025-01-31,Friday,33,49,False
2025-01-31,Friday,34,12,False
2025-01-31,Friday,35,34,False
2025-01-31,Friday,36,29,False
2025-01-31,Friday,37,4,False
2025-01-31,Friday,38,33,False
2025-01-31,Friday,39,25,False
2025-01-31,Friday,40,28,False
2025-01-31,Friday,41,22,False
2025-01-31,Friday,42,9,False
2025-01-31,Friday,43,33,False
2025-01-31,Friday,44,21,False
2025-01-31,Friday,45,9,False
2025-01-31,Friday,46,5,False
2025-01-31,Friday,47,11,False
2025-01-31,Friday,48,40,False
2025-01-31,Friday,49,14,False
2025-01-31,Friday,50,13,False
